Title,Link,Published Date,Article Text
"Want To Take India-Australia Ties To “Next Level,” Says PM Modi",https://idrw.org/want-to-take-india-australia-ties-to-next-level-says-pm-modi/,"May 23, 2023","SOURCE: PTI Prime Minister Narendra Modi has said the Indo-Pacific region faces a number of challenges such as climate change, terrorism, security of sea lanes of communication and piracy, and asserted that India believes they can be addressed only through shared efforts. In an interview to “The Australian” newspaper, he said he wants to take the relationship with Australia to the “next level”, including closer defence and security ties to help ensure an “open and free” Indo-Pacific. “I am not a person who gets satisfied easily,” he was quoted by the newspaper as saying. “I have seen that Prime Minister Albanese is the same. I am confident that when we are together again in Sydney, we will get the opportunity to explore how we can take our relations to the next level, identify new areas of complementariness and can expand our co-operation,” he added. PM Modi arrived in Australia on Monday for the third and final leg of his three-nation tour during which he will hold talks with his Australian counterpart Anthony Albanese and attend a community event to celebrate the country’s dynamic, diverse Indian diaspora. He said he wants the two countries to push to realise the true potential of closer defence and security ties amid increasing defence links between the two countries recently. “As two democracies, India and Australia have shared interests in a free, open and inclusive Indo-Pacific. There is alignment of our strategic viewpoints,” he said. “The high degree of mutual trust between us has naturally translated into greater cooperation on defence and security matters. Our navies are participating in joint naval exercises,” he said. He also rejected the suggestion that the bilateral relations would be harmed by India’s “refusal” to criticise Russia as Australia has been high critical of the country over its war with Ukraine. “An advantage of being good friends is that we can discuss freely and appreciate each other’s viewpoint. Australia understands India’s position and it does not impact our bilateral relationship,” Modi said. He hoped the visit would allow both countries to identify new areas of cooperation, ranging from new technology, clean energy, critical minerals, mining, cyber space, building resilient supply chains to movement of skilled professionals, according to the interview. He said that since his last visit the bilateral relationship has been “fundamentally transformed” by annual summits, an economic cooperation and trade agreement, and the elevation of relations to a comprehensive strategic partnership. “We have progressed significantly in the areas of defence, security, investment, education, water, climate change and renewable energy, sports, science, health, culture, among others,” PM Modi told the newspaper. “Our people-to-people contacts remain a strong pillar of our partnership. The Indian diaspora in Australia has increased over the past years,” he added."
Punjab ropes in border villagers to tighten vigil against Pakistani drones carrying drugs & arms,https://idrw.org/punjab-ropes-in-border-villagers-to-tighten-vigil-against-pakistani-drones-carrying-drugs-arms/,"May 23, 2023","SOURCE: IANS Fighting the biggest cross-border drone intrusion from Pakistan till now, the Punjab government has decided to rope in local villagers to help combat the narco-terrorism menace. In a recent decision, the Punjab government has urged residents to keep a close watch and announced a reward of Rs 1 lakh for any information on the cross-border movement of Unmanned Aerial Vehicles (UAVs) leading to recovery of weapons and narcotics. Chief Minister Bhagwant Mann highlighting the gravity of the issue has sanctioned Rs 20 crore for installation of CCTV cameras at strategic locations in the border villages of Punjab to keep a tab on drones and check activities of drug smugglers. Speaking to Indianarrative.com, Special Director General of Police (DGP) Arpit Shukla said that Village Defence Committees (VDCs) will also be set up in border villages to keep an eye on activities of drug smugglers. The Punjab police and BSF have joined hands for better coordinated efforts and senior officials of the two forces held a joint coordination cum review meeting in Amritsar to take stock of the situation. DIG (Border Range) Narinder Bhargav and DIG (Ferozepur Range) Ranjit Singh Dhillon along with four DIGs and four Commandants of BSF were part of the meeting. “Both the forces are working together to counter the drone operations at Punjab borders, which have emerged as the new threat. We need to carry out evidence-based and proactive policing to prevent the smuggling of narcotics and weapons into Punjab from across the border,” said Shukla. The BSF had shot down four Pakistani drones along the International border in Punjab over the week-end as there was a sudden surge in UAV activity. Earlier 11 Pakistani drones had been drones destroyed till April 30 this year to 11. Around 100 incidents of drone intrusions into Indian territory have been reported between Jan- May 22 this year. In December 2022 there were 254 drone activities in Punjab as compared to 67 in 2021. This includes 221 activities detected inside Indian Territory and 22 inside Pakistan. The activity in Punjab accounts for about 84 per cent of the total drone activities reported along the entire western border this year. A total of 224 spotted drones were fired upon by BSF personnel in 2022 while the number stood at 43 in 2021. The central investigating agencies are probing the link between the four-fold increase in drone activity in 2022 to Khalistani Separatist Amritpal Singh who also arrived in the state the same year. Highly placed sources reveal that Singh’s links have been traced to cross-border drug dealers based in Pakistan like Billa, Bilal, and Rana. These dealers are pumping drugs into India with the help of local criminals and villagers located closer to the border. The investigations against Amritpal and his aides so far highlights an active role in cross-border smuggling of arms, ammunition, and drugs in close coordination with ISI to destabilise law and order in Punjab. The BSF data highlights that Amritsar, Gurdaspur, and Ferozepur recorded the highest number of drone movements. The area is near Singh’s native village and there are allegations of him brainwashing the local youth into actively participating in the same. According to the BSF records, the Punjab border remained the most active sector for Pakistan’s nefarious activities in 2022 amongst the four states that share the International Border with the hostile neighbour."
“Aiming at withdrawing AFSPA completely from Assam by end of 2023”: CM Himanta Biswa Sarma,https://idrw.org/aiming-at-withdrawing-afspa-completely-from-assam-by-end-of-2023-cm-himanta-biswa-sarma/,"May 23, 2023","SOURCE: ANI Assam Chief Minister Himanta Biswa Sarma on Monday said that the state is aiming to withdraw the Armed Forces (Special Powers) Act, (AFSPA) completely from the state by the end of this year. “We will also rope in ex-military personnel to train our police force,” CM Sarma tweeted. As part of the sequel undertaken to bring about police modernization in Assam, Himanta Biswa Sarma on Monday attended the first-ever conference of the commandants at the Police Training Centre in Dergaon. “AFSPA will be lifted from the entire state by November. This will facilitate the replacement of CAPFs by Assam Police Battalions. However, the presence of CAPFs as required by law shall be in place,” one of the highlights from his speech made at the conference stated. Delivering his introductory speech, Chief Minister Sarma said that considering the important role played by the commandants and the Assam Police Battalions, the commandants; the conference will be organised every six months. The conference has been organised to help the Assam Police Battalions transform them into vibrant bodies capable of meeting their mandate. While the Disturbed Areas notification under AFSPA was removed by the Centre from the entire state of Assam last year, it was still in force in about nine districts and one sub-division of another district. However, starting April 1, 2023, the notification was lifted from one more district in the state, which meant that AFSPA was restricted to only eight districts of Assam. Armed Forces (Special Powers) Act, 1958 is an act of the Parliament of India that grants special powers to the Indian Armed Forces to maintain public order in “disturbed areas”. According to the Disturbed Areas Act, 1976 once declared ‘disturbed’, the area has to maintain status quo for a minimum of 3 months."
“There cannot be better place than Kashmir…” India’s G20 Sherpa Amitabh Kant,https://idrw.org/there-cannot-be-better-place-than-kashmir-indias-g20-sherpa-amitabh-kant/,"May 23, 2023","SOURCE: ANI India’s G20 Sherpa Amitabh Kant on Monday said that there cannot be a better place than Kashmir for shooting movies. He made the remarks at the third G20 Tourism Working Group (TWG) meeting in Srinagar. “You will see a vast number of films being shot here. Much like many Indian films are being shot abroad. But, in India, let me tell you, having travelled across the world, there is and I can tell you very sincerely that there is the finest destination anywhere in the world to shoot a movie and to shoot a romance that it cannot be a better place than Kashmir,” Amitabh Kant said. Amitabh Kant said that the government of India and the government of Kashmir will make efforts to assist the filmmakers in film shoot locations and help them with shifting their film destination from other parts to Kashmir. He said that the government of India will help filmmakers in creating great stories in Kashmir. “The government of Kashmir, the government of India will all go out of the way to assist you in your film shoot location. Help you to shift your film destination from any other part to Kashmir. We will help you to bring more and more romance in your films. We will help you to bring more and more glamour to your films. We will help you to bring more and more nature to your films. And we will help you to really create great stories from this great destination. I am truly delighted to be here on this and welcome you all to this great session this wonderful session on film tourism. Film tourism is something which has led to great destinations being created,” Amitabh Kant. He said that a particular dance sequence in the Natu Natu song of RRR movie was shot in Ukraine’s presidential palace. He said that India believes in the world of globalization in the world, where they want the flow of ideas and creativity. “We will soon be joined by a very legendary film actor from India, Mr Ram Charan. And Mr Ram Charan, his Natu Natu dance on which the South Korean ambassador danced and became a big hero because the prime minister also tweeted his dance, retweeted his dance. That film was actually shot that particular dance sequence was shot in the presidential palace of Ukraine. So there is always a two-way process,” Amitabh Kant said. “But, I can tell you that we believe that in the world of globalization, in the world where we want a flow of ideas, where we want a flow of creativity, where we want a flow of unique cultures to flow from one place to another, there cannot be a better place than Kashmir. With all its peace, progress and prosperity, with its unique culture, with its unique handicraft, with its unique handloom, with its unique art forms and much of which you will see in the next couple of days,” he added. He said that Bollywood became synonymous with Kashmir in the 60s and 70s. Kant said that Bollywood’s romance with Kashmir began with movies like Kashmir ki Kali, and Himalaya ki Godi Mein and they captured the picturesque landscape of Kashmir. G20 Sherpa noted that no romance in India was complete without Kashmir. “In the 60s and 70s, Bollywood became synonymous with Kashmir. Bollywood’s romance with Kashmir began with movies like Kashmir Ki Kali, Himalay Ki God Mein and Jab Jab Phool Khile. And they captured the picturesque landscape of Kashmir. No romance in India was complete without Kashmir. And much later there was a film which became a household word in India. And I went and stayed in that cottage which was famous as the bobby cottage because the bobby film was shot in Gulmarg and it became a household word in India,” Amitabh Kant said. He said that films like Lakshya, Highway and Raazi have been shot in Kashmir. Amitabh Kant said that there are more than 370 movies that have taken permission to shoot in Kashmir. He said that Bollywood filmmaker Yash Chopra shot several films in Switzerland. He said that several international filmmakers, several Academy Award filmmaking Hollywood movies such as Slum Dog Millionaire, The Best Exotic Marigold Hotel, The Darjeeling Limited, Exit Prey Love and The Life of Pi were all being shot in India during this period. “What we have seen today is that actually this impact of a two-way process, this has led to not merely television, not merely commercial, not merely OTT platforms like Netflix, Amazon Prime and more. There are over 370 films, 370 films which have taken permission to shoot in Kashmir 370 films being shot here. Therefore, you will see a vast number of films being shot here. Much like many Indian films are being shot abroad,” Amitabh Kant said. The 3rd Tourism Working Group meeting is being held at Srinagar from May 22-24. The G20 delegations were welcomed by Union Tourism Minister G Kishan Reddy, along with Amitabh Kant G20 Sherpa at Srinagar Airport. An ethnic and magnificent display of traditional dance forms by local Artists, showcasing Jammu and Kashmir’s cultural heritage, was also done."
HAL’s Proposal for Seaplane Variant of Do-228 Awaits Indian Navy’s Approval,https://idrw.org/hals-proposal-for-seaplane-variant-of-do-228-awaits-indian-navys-approval/,"May 22, 2023","SOURCE: API HAL (Hindustan Aeronautics Limited) has put forward a proposal to develop a seaplane variant of the Do-228 aircraft. However, the Indian Navy has not yet granted approval for this project, despite HAL’s announcement from its Transport Aircraft Division (TAD Kanpur) to proceed with the development. The proposed seaplane variant aims to enhance both defense and civil capabilities, with the requirement for amphibious floats expected to grow alongside increasing passenger traffic and the addition of new routes. While HAL has made its announcement, the project is still awaiting approval from the Indian Navy. Once the necessary permissions are obtained, HAL’s plans include developing the seaplane variant by incorporating amphibious floats onto the aircraft. This modification will enable it to take off and land on water, expanding its operational versatility. The demand for seaplanes with amphibious capabilities is anticipated to rise in response to the increasing passenger traffic on identified routes and the potential addition of more routes. HAL envisions a tentative requirement of 12-14 seaplane aircraft after successfully securing airworthiness approval for floats on a single aircraft. HAL’s broader vision for the seaplane variant of the Do-228 extends beyond military and government applications. The company intends to make these seaplanes available for use by private sector operators in the tourism industry. By leveraging the unique capabilities of seaplanes, HAL aims to support the growth of tourism and provide thrilling aerial experiences for travelers."
"Separated By Partition, Siblings Reunite After 75 Years At Pakistan’s Kartarpur",https://idrw.org/separated-by-partition-siblings-reunite-after-75-years-at-pakistans-kartarpur/,"May 23, 2023","SOURCE: PTI A man and his sister, separated during the Partition 75 years ago, were reunited at the landmark Kartarpur Corridor, in an emotional meeting made possible through social media, a media report said on Monday. Mahendra Kaur, 81, from India, reunited with her 78-year-old brother Sheikh Abdul Aziz from Pakistan-occupied Kashmir at the Kartarpur Corridor after they found out through a social media post that they were siblings separated during the Partition in 1947, Dawn News reported. During the Partition, the family of Sardar Bhajan Singh from the Indian side of Punjab was tragically torn apart when Aziz relocated to Pakistan-occupied Kashmir while his other family members remained in India. He married at a young age but always had a longing to reunite with his parents and other family members. The two families discovered that Mahendra and Aziz were indeed estranged siblings after connecting through a social media post detailing the separation of a man and his sister during the Partition. Overwhelmed with joy, Mahendra Kaur repeatedly hugged her brother and kissed his hands and the two families also visited Gurdwara Darbar Sahib in Kartarpur together, sitting side by side and sharing a meal on Sunday. They also exchanged gifts as a symbol of their reunion. Following the joyful reunion, the Kartarpur administration adorned both families with garlands and distributed sweets. The Kartarpur Corridor links Gurdwara Darbar Sahib in Pakistan’s Punjab province, the final resting place of Sikhism founder Guru Nanak Dev, with the Dera Baba Nanak shrine in Gurdaspur district in India’s Punjab state. The 4 km-long corridor provides visa-free access to Indian Sikh pilgrims to visit the Darbar Sahib."
HAL Launches Metal Cutting for Series Production of HTT-40,https://idrw.org/hal-launches-metal-cutting-for-series-production-of-htt-40/,"May 22, 2023","SOURCE: API HAL (Hindustan Aeronautics Limited) has achieved a significant milestone in the production of the HTT-40 (Basic Trainer Aircraft) with the launch of metal cutting for series production at its Nasik Division. The program was formally initiated by Mr. Saket Chaturvedi, CEO (MiG Complex), in the presence of esteemed officials from DGAQA (Directorate General of Aeronautical Quality Assurance), CEMILAC (Centre for Military Airworthiness and Certification), IAF (Indian Air Force), and HAL. This development marks a major leap forward in the indigenous manufacturing of the HTT-40 aircraft, highlighting India’s commitment to self-reliance in the aerospace industry. Designed and developed by HAL, the HTT-40 represents a significant achievement in the country’s efforts to strengthen its defense capabilities. The metal cutting for series production is a crucial step in the manufacturing process of the HTT-40. It signifies the transition from prototype development to the production of multiple aircraft, emphasizing HAL’s ability to meet the demands of the Indian Air Force and cater to the training requirements of future pilots. The HTT-40, as a homegrown trainer aircraft, holds immense strategic importance. Its development and production within India demonstrate the nation’s capability to design and manufacture advanced aircraft indigenously, reducing dependence on foreign imports and enhancing self-sufficiency. The initial contract for the HTT-40 involves the supply of 70 aircraft, and HAL’s latest milestone paves the way for series production to fulfill this commitment. The aircraft’s design incorporates modern features, ensuring high-performance capabilities and meeting the stringent standards set by the IAF."
Indian Forces Undergo Krav Maga Training a self-defense system to Counter PLA,https://idrw.org/indian-forces-undergo-krav-maga-training-a-self-defense-system-to-counter-pla/,"May 22, 2023","SOURCE: API In a bid to bolster their capabilities in border patrol and effectively respond to challenges posed by China’s PLA (People’s Liberation Army), Indian forces are undergoing specialized training in Krav Maga. This training equips them with essential skills for self-defense and close-quarters combat, enhancing their readiness along the border. Indian forces have embarked on training programs in Krav Maga, a highly effective martial art and self-defense system. The objective is to strengthen their skills and preparedness when dealing with potential confrontations and threats from the PLA during border patrol operations. Krav Maga training is designed to equip Indian forces with practical techniques for self-defense and neutralizing adversaries in close combat scenarios. This specialized training aims to enhance their ability to counter aggression, ensuring their safety and effectiveness in challenging border environments. By adopting Krav Maga as a training component, the Indian forces demonstrate their commitment to developing well-rounded skills to effectively deal with potential encounters along the border. This proactive approach reflects the importance placed on maintaining a strong defense posture and ensuring the safety of personnel deployed in sensitive areas. The inclusion of Krav Maga in the training curriculum for Indian forces underscores the recognition of the unique challenges posed by the PLA during border patrols. This martial art form provides them with valuable tools to respond to various scenarios and maintain control in potentially hostile situations. The training in Krav Maga equips Indian forces with the skills necessary to handle physical altercations, diffuse confrontations, and protect themselves and their fellow personnel during border patrols. This comprehensive training regime enhances their confidence, agility, and overall effectiveness in carrying out their duties along the border. By embracing Krav Maga, the Indian forces showcase their commitment to continuously improve their capabilities and adapt to evolving security challenges. This forward-thinking approach ensures that they remain well-prepared and equipped to safeguard national interests and maintain peace and stability along the border. The Krav Maga training initiative for Indian forces exemplifies the importance of equipping personnel with specialized skills tailored to the unique requirements of border patrol duties. It serves as a testament to India’s proactive approach in enhancing its defense capabilities and maintaining a strong and vigilant presence along its borders."
"No visible Chinese incursion since 1962, claims Arunachal Pradesh BJP leader",https://idrw.org/no-visible-chinese-incursion-since-1962-claims-arunachal-pradesh-bjp-leader/,"May 22, 2023","SOURCE: IANS There has been no visible incursion or encroachment of land in Arunachal Pradesh by China since 1962, a senior BJP leader in the state has claimed after a tour to the last villages and outposts along the line of actual control (LAC). Arunachal Pradesh shares a disputed 1,129 km border with China’s Tibetan Autonomous Region. The LAC demarcates the disputed border between India and China. BJP’s state vice-president Tarh Tarak had led the ‘Seema Yatra’ (border tour) comprising 10 party leaders. Local party leaders joined in each leg of the tour that started on December 22 from Anjaw sector and ended in Tawang sector on April 24. “During our border tour of more than four months, we interacted with the Army and Indo-Tibetan Border Police personnel along the LAC and residents of the border villages. We came to know that the situation on the border is normal and peaceful,” he claimed. “There is no visible encroachment of our state’s land by the Chinese soldiers. But members of the Chinese People’s Liberation Army sometimes enter our territory by mistake during long-range patrols along the LAC, which is challenged by our Indian soldiers,” Tarak said, adding that this happens as the border between the two Asian giants is not clearly defined. A senior Army official, however, said cases of low-impact incursions have been reported in the eastern and western parts of Arunachal Pradesh in recent times. “Our soldiers thwarted their attempts,” an Army officer said, seeking anonymity. “We decided to conduct the tour after Indian and Chinese troops clashed along the LAC at Yangtse, in Tawang sector on 09.12.22, which created a hue and cry throughout the country. Our aim was to salute the armed forces guarding the border in harsh conditions and also to physically visit the border outposts and know the ground reality,” Tarak said. He said the tour gave the BJP team an idea about the problems faced by the people living in the border areas and the status of implementation of various central and state Govt schemes. Some soldiers of both countries sustained minor injuries during the December 9 clash in the Tawang sector. Both sides, however, disengaged from the area immediately. A similar incident took place in October 2021 when a large Chinese patrol team was detained for a few hours by the Indian Army near Yangtse. China claims some 90,000 sqkm of Arunachal Pradesh as its territory. It calls the area ‘Zangnan’ in Chinese language and makes repeated references to Arunachal as ‘South Tibet’. Chinese maps show Arunachal Pradesh as part of China, and sometimes refer to it as ‘so-called Arunachal Pradesh’. On April 2, the Chinese Govt released a list of “standardised” names of 11 places in Arunachal Pradesh in Chinese, Tibetan and pinyin characters, acting in accordance with regulations on geographical names issued by the State Council, the equivalent of the Chinese Cabinet."
"No calls from unknown numbers, avoid social media; DRDO issues strong advisory to its personnel",https://idrw.org/no-calls-from-unknown-numbers-avoid-social-media-drdo-issues-strong-advisory-to-its-personnel/,"May 22, 2023","SOURCE: ANI After one of its senior scientists, Pradeep Kurulkar, was arrested for allegedly leaking sensitive information to enemy spies, the Defence Research and Development Organisation (DRDO) has issued a strong advisory to its personnel asking them not to take calls from unknown numbers and to avoid social media platforms. “We have been issuing advisories and holding lectures by experts on maintaining cyber discipline but this incident has happened,” senior DRDO officials told ANI. “After the arrest of senior Scientist Pradeep Kurulkar, we have issued a strong advisory to all our personnel to maintain cyber discipline like not taking calls from unknown numbers or foreign numbers,” they said. The personnel have also been asked to avoid presence on social media as this can lead to engagement with strangers and one can be a victim of such enemy intelligence operatives, the officials said. DRDO chief Dr Samir V Kamat has taken a strong view of the incident and has empathised that everyone in the defence research agency must behave and act responsibly while using the internet. The officials said all the personnel have to be responsible enough on social media and other apps as many such operatives have been trying to target individual officers using WhatsApp numbers mostly from outside the country. The DRDO works on strategic projects that are most of the time classified in nature. On May 3, the Maharashtra Anti-Terror Squad arrested top DRDO scientist Pradeep Kurulkar on charges of leaking sensitive information to a virtual honey trapper suspected to be a Pakistani intelligence operative. He was allegedly honey-trapped by a woman whom he had befriended on social media last year. The DRDO had carried out a probe into his activities and was prima facie found to be leaking information after which he was sacked as the Director of the lab he was heading in Pune. He was head of the Research and Development Establishment (Engineers) in Pune."
Intel agencies expose role of Yasin Malik’s wife in organising protests against G20 meet in Kashmir,https://idrw.org/intel-agencies-expose-role-of-yasin-maliks-wife-in-organising-protests-against-g20-meet-in-kashmir/,"May 22, 2023","SOURCE: IANS Indian intelligence agencies have learnt that the wife of incarcerated senior Hurriyat leader Yasin Malik, Mushaal Mullick had also asked the international community to boycott the G20 meeting in Kashmir. Mushaal had even threatened the G20 nations, stating that if they attend the meetings, they would be seen as siding with the oppressor by accepting PM Modi’s invitation to participate in the event. The agencies have proof regarding this. This report indicates how obsessed Pakistan is to stop India from organising G20 meetings in Kashmir. Additionally, this report has exposed Mushaal as one who is acting at the behest of the Pakistani toolkit. The report says that there are possibilities that Tehreek-e-Kashmir (TeK) UK and Europe might hold protests in major cities of the UK and Europe. TeK UK has been dispatching letters and petitions to all MPs and MEPs in the European nation. “A petition might be submitted at 10 Downing Street, London, the prime minister’s office in this regard to seek the British government’s help to withdraw from the event,” the report read. Indian Intelligence have prepared a list of numbers which are spreading fake information against the G20 meetings in Kashmir. These numbers are being used by Pakistani outfits and their agents in India. Apart from this the agencies have prepared a full list of Facebook pages which have been spreading rumours against India ahead of the G20 meetings. The agencies have learnt that Pakistan-based people are operating these pages. Yasin Malik married the Pakistani artist, Mushaal Hussein Mullick in 2009."
