Title,Link,Published Date
"HLFT-24: Will be clean slate design, Not based on HJT-39",https://idrw.org/hlft-24-will-be-clean-slate-design-not-based-on-hjt-39/,"November 10, 2022"
Kalyani eyes export orders for its Bharat 52 howitzer,https://idrw.org/kalyani-eyes-more-export-orders-for-its-bharat-52-howitzer/,"November 10, 2022"
Indonesia shows interest in BrahMos Mobile Coastal Batteries,https://idrw.org/indonesia-shows-interest-in-brahmos-mobile-coastal-batteries/,"November 10, 2022"
HAL to develop an Autonomous Helicopter for CATS Program,https://idrw.org/hal-to-develop-an-autonomous-helicopter-for-cats-program/,"November 9, 2022"
F-414 EPE won’t require any structural modification to be equipped on Tejas Mk2 and TEDBF fleet.,https://idrw.org/f-414-epe-wont-require-any-structural-modification-to-be-equipped-on-tejas-mk2-and-tedbf-fleet/,"November 9, 2022"
Need Russian Approval for Desi Super Sukhoi Upgrades: HAL,https://idrw.org/need-russian-approval-for-desi-super-sukhoi-upgrades-hal/,"November 9, 2022"
Indian Army to Greenlight Cruise missile programs from Private Sector,https://idrw.org/indian-army-to-greenlight-cruise-missile-programs-from-private-sector/,"November 8, 2022"
HAL 3D Scanning HF-24 Raise Eyebrows,https://idrw.org/hal-3d-scanning-hf-24-raise-eyebrows/,"November 8, 2022"
Indian Army issues RFP for All-Terrain Vehicles (ATVs),https://idrw.org/indian-army-issues-rfp-for-all-terrain-vehicles-atvs/,"November 8, 2022"
HLFT-42 Will be Low-Cost All-Metal Aircraft,https://idrw.org/hlft-42-will-be-low-cost-all-metal-aircraft/,"November 7, 2022"
L&T to promote SOV-400 in Export Market after being ignored at Home,https://idrw.org/lt-to-promote-sov-400-in-export-market-after-being-ignored-at-home/,"November 7, 2022"
Indian Envoy meets Argentinian Military head for LCA-Tejas Talks,https://idrw.org/indian-envoy-meets-argetinan-military-heads-for-lca-tejas-talks/,"November 7, 2022"
Global Aerospace Giants want to be part of the AMCA Program,https://idrw.org/global-aerospace-giants-want-to-be-part-of-the-amca-program/,"November 6, 2022"
90kN Kaveri Mk2 gets more backing,https://idrw.org/90kn-kaveri-mk2-gets-more-backing/,"November 6, 2022"
Indian Army seeks 375 Light Bullet Proof Vehicle (LBPV),https://idrw.org/indian-army-seeks-375-light-bullet-proof-vehicle-lbpv/,"November 6, 2022"
GE offers 116 kN thrust generating F414 engine to power AMCA MkII,https://idrw.org/ge-offers-116-kn-thrust-generating-f414-engine-to-power-amca-mkii/,"November 5, 2022"
Prachand to get Long-Range Precision Munition,https://idrw.org/prachand-to-get-long-range-precision-munition/,"November 5, 2022"
HAL Plans HTSE-1200 engine Certification by 2025,https://idrw.org/hal-plans-htse-1200-engine-certification-by-2025/,"November 5, 2022"
Adani Defence offers Armed Hermes 450 and 900 to Indian Armed forces,https://idrw.org/adani-defence-offers-armed-hermes-450-and-900-to-indian-armed-forces/,"November 4, 2022"
OPINION : AD-1 and its Spin-off will enhance the Indian Air Defence system,https://idrw.org/opinion-ad-1-and-its-spin-off-will-enhance-the-indian-air-defence-system/,"November 4, 2022"
OPINION : The Untold Story of INS Rajali: India’s 80 Year Old Naval Air Station,https://idrw.org/opinion-the-untold-story-of-ins-rajali-indias-80-year-old-naval-air-station/,"November 4, 2022"
Indian Army issues RFI for Vehicle based Canister Loitering Munitions,https://idrw.org/indian-army-issues-rfi-for-vehicle-based-canister-loitering-munitions/,"November 3, 2022"
HAL considering co-development of Ejection seats for fighter jets,https://idrw.org/hal-considering-co-development-of-ejection-seats-for-fighter-jets/,"November 3, 2022"
L&T Secures 40 mm naval gun contract from Indonesian Navy,https://idrw.org/lt-secures-40-mm-naval-gun-contract-from-indonesian-navy/,"November 3, 2022"
OPINION : Ejection Seats – Even the best fighter jets in the world could fail.?,https://idrw.org/opinion-ejection-seats-even-the-best-fighter-jets-in-the-world-could-fail/,"November 3, 2022"
Archer SR-UAV to commence Weapons Trials,https://idrw.org/archer-sr-uav-to-commence-weapons-trials/,"November 2, 2022"
HAL hopes to close the LCA-Tejas Export order soon,https://idrw.org/hal-hopes-to-close-the-lca-tejas-export-order-soon/,"November 2, 2022"
OPINION : Why India is still reluctant to work on an indigenous narrow-body airliner?,https://idrw.org/opinion-why-india-is-still-reluctant-to-work-on-an-indigenous-narrow-body-airliner/,"November 2, 2022"
GE-F414-INS6: What GE will Give ToT for and what it won’t to India,https://idrw.org/ge-f414-ins6-what-ge-will-give-tot-for-and-what-it-wont-to-india/,"November 1, 2022"
OPINION : A New Wind in Indian Defence Industry: Private Partners Rush to Cement Presence for Make In India,https://idrw.org/opinion-a-new-wind-in-indian-defence-industry-private-partners-rush-to-cement-presence-for-make-in-india/,"November 1, 2022"
HAL to start HTT-40 deliveries from 2025 onwards,https://idrw.org/hal-to-start-htt-40-deliveries-from-2025-onwards/,"November 1, 2022"
Johnnette Technologies offers to develop JF-5 HALE UCAV for the Indian military,https://idrw.org/johnnette-technologies-offers-to-develop-jf-5-hale-ucav-for-the-indian-military/,"October 31, 2022"
OPINION : TEDBF could be an ideal Tactical Fighter bomber for India’s Nuclear Command or IAF,https://idrw.org/opinion-tedbf-could-be-an-ideal-tactical-fighter-bomber-for-indias-nuclear-command-or-iaf/,"October 31, 2022"
OPINION : It’s time HAL/TATA joins hands to work on IL-76 Replacement Program,https://idrw.org/opinion-its-time-hal-tata-joins-hands-to-work-on-il-76-replacement-program/,"October 31, 2022"
TEDBF Program to achieve first Major Milestone in March 2023,https://idrw.org/tedbf-program-to-achieve-first-major-milestone-in-march-2023/,"October 30, 2022"
AMCA will be at par with F-35 and Su-57: Project director,https://idrw.org/amca-will-be-at-par-with-f-35-and-su-57-project-director/,"October 30, 2022"
Navy to retire the last Il-38 maritime patrol aircraft,https://idrw.org/navy-to-retire-the-last-il-38-maritime-patrol-aircraft/,"October 30, 2022"
TEDBF to have semi-recessed under-fuselage bays,https://idrw.org/tedbf-to-have-semi-recessed-under-fuselage-bays/,"October 29, 2022"
Pralay to start replacing Prithvi SSMs from 2024 onwards,https://idrw.org/pralay-to-start-replacing-prithvi-ssms-from-2024-onwards/,"October 29, 2022"
"Lockheed Martin, Tata might manufacture Sikorsky S-76 in India",https://idrw.org/lockheed-martin-tata-might-manufacture-sikorsky-s-76-in-india/,"October 29, 2022"
MoD wants Tejas Mark II to be viable competitor in Export Market,https://idrw.org/mod-wants-tejas-mark-ii-to-be-viable-competitor-in-export-market/,"October 28, 2022"
VEM Technologies to manufacture Camcopter S-100 in India,https://idrw.org/vem-technologies-to-manufacture-camcopter-s-100-in-india/,"October 28, 2022"
OPINION : Unlocking the Lithium Economy: Argentina May Look to HAL LCH Prachand for Lithium Mining,https://idrw.org/opinion-unlocking-the-lithium-economy-argentina-may-look-to-hal-lch-prachand-for-lithium-mining/,"October 28, 2022"
More Flanker operators show interest in Indian BrahMos-NG,https://idrw.org/more-flanker-operators-show-interest-in-indian-brahmos-ng/,"October 27, 2022"
DRDO plans Indigenous Air To Air Refuelling Probe (Retractable) for AMCA,https://idrw.org/drdo-plans-indigenous-air-to-air-refuelling-probe-retractable-for-amca/,"October 27, 2022"
DRDO to develop next-gen Air to Air Refueling Pods for Tanker Program,https://idrw.org/drdo-to-develop-next-gen-air-to-air-refueling-pods-for-tanker-program/,"October 27, 2022"
Development of TEDBF CATOBAR variant in Pipeline,https://idrw.org/development-of-tedbf-catobar-variant-in-pipeline/,"October 26, 2022"
NewSpace developing Tube Launched ALFA-S Loitering Munition System,https://idrw.org/newspace-developing-tube-launched-alfa-s-loitering-munition-system/,"October 26, 2022"
Boeing says open to the integration of Indian weapons on F-18 E/F,https://idrw.org/boeing-says-open-to-the-integration-of-indian-weapons-on-f-18-e-f/,"October 26, 2022"
Dry Kaveri to start high altitude tests and flight test bed testing in Russia,https://idrw.org/dry-kaveri-to-start-high-altitude-tests-and-flight-test-bed-testing-in-russia/,"October 25, 2022"
SAMAR Air Defence System: India’s Low-cost Refurbishment Program,https://idrw.org/samar-air-defence-system-indias-low-cost-refurbishment-program/,"October 25, 2022"
Armenia is interested in India’s loitering munition and SSMs,https://idrw.org/armenia-is-interested-in-indias-loitering-munition-and-ssms/,"October 25, 2022"
Tejas MkII will have a production run of 24 jets per year from 2028 onwards,https://idrw.org/tejas-mkii-will-have-a-production-run-of-24-jets-per-year-from-2028-onwards/,"October 24, 2022"
Private Sector consortium being roped in for Export only line of Tejas MkII,https://idrw.org/private-sector-consortium-being-roped-in-for-export-only-line-of-tejas-mkii/,"October 24, 2022"
"Argentinian officials visit the HAL facility, check LCA, LCH, and LUH",https://idrw.org/argentinian-officials-visit-the-hal-facility-check-lca-lch-and-luh/,"October 24, 2022"
INS Arighat to get commissioned next year,https://idrw.org/ins-arighat-to-get-commissioned-next-year/,"October 23, 2022"
TEDBF: 4.5Gen fighter with 5th Gen Capabilities,https://idrw.org/tedbf-4-5gen-fighter-with-5th-gen-capabilities/,"October 23, 2022"
IAF to get first Tejas Mk1A in FEB 2024 : HAL Chief,https://idrw.org/iaf-to-get-first-tejas-mk1a-in-feb-2024-hal-chief/,"October 23, 2022"
"Nirbhay cruise missile program to be concluded soon, LR-LCAM and ALCM variants are under development",https://idrw.org/nirbhay-cruise-missile-program-to-be-concluded-soon-lr-lcam-and-alcm-variants-are-under-development/,"October 22, 2022"
Indian-made Astra and SAAW to be equipped on Rafale fleet,https://idrw.org/indian-made-astra-and-saaw-to-be-equipped-on-rafale-fleet/,"October 22, 2022"
ATAGS MGS Trials soon will have a range of 45km,https://idrw.org/atags-mgs-trials-soon-will-have-a-range-of-45km/,"October 22, 2022"
RudraM-II and RudraM-III will have a range of 300km and 600km,https://idrw.org/rudram-ii-and-rudram-iii-will-have-a-range-of-300km-and-600km/,"October 21, 2022"
TATA’s WhAP to face competition from three Indian companies,https://idrw.org/tatas-whap-to-face-competition-from-three-indian-companies/,"October 21, 2022"
TAPAS-BH-201 UCAV is officially on,https://idrw.org/tapas-bh-201-ucav-is-officially-on/,"October 21, 2022"
LCA AF-MK2 Rollout delayed till Dec 2023: Project Director,https://idrw.org/lca-af-mk2-rollout-delayed-till-dec-2023-project-director/,"October 20, 2022"
India’s Upcoming MALE UAV & UCAV showcased,https://idrw.org/indias-upcoming-male-uav-ucav-showcased/,"October 20, 2022"
"BrahMos-NG trials in 2024, will have a marginal bump in speed",https://idrw.org/brahmos-ng-trials-in-2024-will-have-a-marginal-bump-in-speed/,"October 20, 2022"
IMRH WSI Breaks Cover,https://idrw.org/imrh-wsi-breaks-cover/,"October 20, 2022"
Garuda Aerospace showcases Vajra Stealth Drone at DefExpo 2022,https://idrw.org/garuda-aerospace-showcases-vajra-stealth-drone-at-defexpo-2022/,"October 19, 2022"
"AMCA CDR by Dec, Rollout in 2025-26",https://idrw.org/amca-cdr-by-dec-rollout-in-2025-26/,"October 19, 2022"
Paras Aerospace to develop MALE-Class Griffon UCAV,https://idrw.org/paras-aerospace-to-develop-male-class-griffon-ucav/,"October 19, 2022"
DRDO-L&T developed Zorawar Light Tank model showcased,https://idrw.org/drdo-lt-developed-zorawar-light-tank-model-showcased/,"October 19, 2022"
Indian Navy working on Indigenous Integrated Mast for reduced radar cross section (RCS),https://idrw.org/indian-navy-working-on-indigenous-integrated-mast-for-reduced-radar-cross-section-rcs/,"October 19, 2022"
UTTAM Mk2 AESA FCR showcased,https://idrw.org/uttam-mk2-aesa-fcr-showcased/,"October 19, 2022"
ATAGS Mounted Gun System Breaks Cover,https://idrw.org/atags-mounted-gun-system-breaks-cover/,"October 18, 2022"
Argentinian Air force officials to checkout LCA-Tejas and Prachand,https://idrw.org/argentinian-air-force-officials-to-checkout-lca-tejas-and-prachand/,"October 18, 2022"
RudraM-III Breaks Cover,https://idrw.org/rudram-iii-breaks-cover/,"October 18, 2022"
Working on 150km Guided Pinaka and 250km BrahMos Type Tactical Cruise missile: Solar Explosives,https://idrw.org/working-on-150km-guided-pinaka-and-250km-brahmos-type-tactical-cruise-missile-solar-explosives/,"October 17, 2022"
Armenia ordered 3 variants of Pinaka MBRL from India,https://idrw.org/armenia-ordered-3-variants-of-pinaka-mbrl-from-india/,"October 17, 2022"
Indian Army seeks Drones for directing artillery fire,https://idrw.org/indian-army-seeks-drones-for-directing-artillery-fire/,"October 17, 2022"
Paras Aerospace to showcase Unmanned combat aerial vehicle (UCAV) at Defence Expo,https://idrw.org/paras-aerospace-to-showcase-unmanned-combat-aerial-vehicle-ucav-at-defence-expo/,"October 16, 2022"
CSIR-NAL starts testing engines and other equipment of SARAS Mk II,https://idrw.org/csir-nal-starts-testing-engines-and-other-equipment-of-saras-mk-ii/,"October 16, 2022"
INS Vikrant seen with next-gen powered towing tugs for Deck-based fighter jets,https://idrw.org/ins-vikrant-seen-with-next-gen-powered-towing-tugs-for-deck-based-fighter-jets/,"October 16, 2022"
Astra IR: Making of India’s next-gen Air to Air,https://idrw.org/astra-ir-making-of-indias-next-gen-air-to-air/,"October 15, 2022"
Did the Indian Navy just confirm that NGD will have room for 144 cells?,https://idrw.org/did-the-indian-navy-just-confirm-that-ngd-will-have-room-for-144-cells/,"October 15, 2022"
"Tejas MkII 1:1 Mockup, Light Tank, and AMCA simulator to be displayed at Defence Expo",https://idrw.org/tejas-mkii-11-mockup-light-tank-and-amca-simulator-to-be-displayed-at-defence-expo/,"October 15, 2022"
L&T developed FICV snapped,https://idrw.org/lt-developed-ficv-snapped/,"October 14, 2022"
India issues 3 NOTAM for Missile Test,https://idrw.org/india-issues-3-notam-for-missile-test/,"October 14, 2022"
OPINION : Is India being offered long-forgotten and dated engines for AMCA Program?,https://idrw.org/opinion-is-india-being-offered-long-forgotten-and-dated-engines-for-amca-program/,"October 14, 2022"
Zorawar light tank not based on K-9 (Vajra) Design,https://idrw.org/zorawar-light-tank-not-based-on-k-9-vajra-design/,"October 13, 2022"
IIT Madras developed Ramjet-powered artillery shell will have a range of 78km,https://idrw.org/iit-madras-developed-ramjet-powered-artillery-shell-will-have-a-range-of-78km/,"October 13, 2022"
Gridbots to showcase ” Titan Autonomous Tank Killer ” at Defexpo 2022,https://idrw.org/gridbots-to-showcase-titan-autonomous-tank-killer-at-defexpo-2022/,"October 13, 2022"
IAF to get the first A321-based Netra 2.0 AEW&CS in 2025,https://idrw.org/iaf-to-get-the-first-a321-based-netra-2-0-aewcs-in-2025/,"October 12, 2022"
HAL gets orders for LUH from the leasing company,https://idrw.org/hal-gets-orders-for-luh-from-the-leasing-company/,"October 12, 2022"
"OPINION : India supports AUKUS, But will West Support India getting Russian Nuclear Submarines?",https://idrw.org/opinion-india-supports-aukus-but-will-west-support-india-getting-russian-nuclear-submarines/,"October 12, 2022"
RR ups its game and offers an engine with 20% Growth for India’s AMCA program,https://idrw.org/rr-ups-its-game-and-offers-an-engine-with-20-growth-for-indias-amca-program/,"October 11, 2022"
Soviet-Era BMP-2 infantry vehicles to get next-gen Indian upgrade,https://idrw.org/soviet-era-bmp-2-infantry-vehicles-to-get-next-gen-indian-upgrade/,"October 11, 2022"
"OPINION : IAF@90, What went wrong with the trajectory",https://idrw.org/opinion-iaf90-what-went-wrong-with-the-trajectory/,"October 11, 2022"
IAF seeking Turbojet-Powered Loitering Munition,https://idrw.org/iaf-seeking-turbojet-powered-loitering-munition/,"October 10, 2022"
IAF’s Mi-26 fleet remains grounded waiting overhaul,https://idrw.org/iafs-mi-26-fleet-remains-grounded-waiting-overhaul/,"October 10, 2022"
OPINION : Abrams X Program shows How India’s Arjun Mk1A should have progressed into FRCV,https://idrw.org/opinion-abrams-x-program-shows-how-indias-arjun-mk1a-should-have-progressed-into-frcv/,"October 10, 2022"
Indian S-400 Systems makes its debut at least in the Banner,https://idrw.org/indian-s-400-systems-makes-its-debut-at-least-in-the-banner/,"October 9, 2022"
IAF seeks a medium-range loitering munition with a 150+km range,https://idrw.org/iaf-seeks-a-medium-range-loitering-munition-with-a-150km-range/,"October 9, 2022"
OPINION : Will universal missile launchers gain ascendancy?,https://idrw.org/opinion-will-universal-missile-launchers-gain-ascendancy/,"October 9, 2022"
DRDO officials visit the Rolls Royce facility for possible AMCA engine collaboration.,https://idrw.org/drdo-officials-visit-the-rolls-royce-facility-for-possible-amca-engine-collaboration/,"October 8, 2022"
Argentinian officials likely to visit LCA-Tejas Facility this month,https://idrw.org/argentinian-officials-likely-to-visit-lca-tejas-facility-this-month/,"October 8, 2022"
OPINION : IAF Chief might have opened Pandora’s box with his 5th gen comments,https://idrw.org/opinion-iaf-chief-might-have-opened-pandoras-box-with-his-5th-gen-comments/,"October 8, 2022"
OPINION : Why F-35 entry in MRFA won’t be happening,https://idrw.org/opinion-why-f-35-entry-in-mrfa-wont-be-happening/,"October 7, 2022"
OPINION : Why Prachand will overshadow Apache soon,https://idrw.org/opinion-why-prachand-will-overshadow-apache-soon/,"October 7, 2022"
Redesigned CATS Warrior and CATS HALE?,https://idrw.org/redesigned-cats-warrior-and-cats-hale/,"October 6, 2022"
IAF plans more Sukhoi-30 Squadrons equipped BrahMos,https://idrw.org/iaf-plans-more-sukhoi-30-equipped-brahmos-squadrons/,"October 6, 2022"
Will get all LCA-Tejas Trainer by March 2023: IAF Chief,https://idrw.org/will-get-all-lca-tejas-trainer-by-march-2023-iaf-chief/,"October 6, 2022"
Jaguar fighters to start retiring from 2025-26 onwards: IAF Chief,https://idrw.org/jaguar-fighters-to-start-retiring-from-2025-26-onwards-iaf-chief/,"October 6, 2022"
Astra MkII spotted in the IAF’s Promo video,https://idrw.org/astra-mkii-sported-in-the-iafs-promo-video/,"October 5, 2022"
84 Su-30MKI to be upgraded with all Indigenous systems: IAF Chief,https://idrw.org/84-su-30mki-to-be-upgraded-with-all-indigenous-systems-iaf-chief/,"October 5, 2022"
MRFA: Search still on for 4.5gen or 5th gen fighter jets,https://idrw.org/mrfa-search-still-on-for-4-5gen-or-5th-gen-fighter-jets/,"October 5, 2022"
DRDO’s Rail Gun program now progressing towards 10 MJ Medium railgun and later 100 MJ,https://idrw.org/drdos-rail-gun-program-now-progressing-towards-10-mj-medium-railgun-and-later-100-mj/,"October 4, 2022"
Prachand to get its Main weapon in 2023,https://idrw.org/prachand-to-get-its-main-weapon-in-2023/,"October 4, 2022"
Navy to seek Special budget to kickstart IAC-II Program,https://idrw.org/navy-to-seek-special-budget-to-kickstart-iac-ii-program/,"October 4, 2022"
HALE UAV Program will have a shorter turnaround: DRDO Chief,https://idrw.org/hale-uav-program-will-have-a-shorter-turnaround-drdo-chief/,"October 3, 2022"
Lockheed Martin is open to offering Hellfire for LCH Helicopter,https://idrw.org/lockheed-martin-is-open-to-offering-hellfire-for-lch-helicopter/,"October 2, 2022"
EEL completes Trials of Nagastra-1 Loiter Munition,https://idrw.org/eel-completes-trials-of-nagastra-1-loiter-munition/,"October 2, 2022"
Zorawar will weigh only 25 tons but will have powerful engine: DRDO,https://idrw.org/zorawar-will-weigh-only-25-tons-but-will-have-powerful-engine-drdo/,"October 2, 2022"
AMCA: Fabrication to start only after final approval,https://idrw.org/amca-fabrication-to-start-only-after-final-approval/,"October 1, 2022"
Armenia ordered 4 Batteries of the Pinaka MBRL system,https://idrw.org/armenia-ordered-4-batteries-of-the-pinaka-mbrl-system/,"October 1, 2022"
Indian astronauts are welcomed on the Chinese space station,https://idrw.org/indian-astronauts-are-welcomed-on-the-chinese-space-station/,"October 1, 2022"
Egypt asks for Indian help to maintain its Mig-29M2 and Mi-17 fleet,https://idrw.org/egypt-asks-for-indian-help-to-maintain-its-mig-29m2-and-mi-17-fleet/,"September 30, 2022"
Arjun Mk 1A to get Elpeos fire-control targeting system,https://idrw.org/arjun-mk-1a-to-get-elpeos-fire-control-targeting-system/,"September 30, 2022"
Indian Army issues RFI for 700+ Swarm Drones,https://idrw.org/indian-army-issues-rfi-for-700-swarm-drones/,"September 30, 2022"
Godrej to develop an anti-drone system with a French company,https://idrw.org/godrej-to-develop-an-anti-drone-system-with-a-french-company/,"September 30, 2022"
Armenia orders Pinaka multi-barrel Rocket from India,https://idrw.org/armenia-orders-pinaka-multi-barrel-rocket-from-india/,"September 29, 2022"
African Countries eye Indian-developed loitering munitions,https://idrw.org/african-countries-eye-indian-developed-loitering-munitions/,"September 29, 2022"
ATAGS-based Mounted Artillery Gun System (MGS) Rollout next year,https://idrw.org/atags-based-mounting-artillery-gun-system-mgs-rollout-next-year/,"September 29, 2022"
Indian Army plans to go for 200 more K-9 Vajra-T guns,https://idrw.org/indian-army-plans-to-go-for-200-more-k-9-vajra-t-guns/,"September 28, 2022"
"After VSHORAD, DRDO also working on MPDMS",https://idrw.org/after-vshorad-drdo-also-working-on-mpdms/,"September 28, 2022"
First LCH rolled out from HAL helicopter factory in Tumakuru,https://idrw.org/first-lch-rolled-out-from-hal-helicopter-factory-in-tumakuru/,"September 28, 2022"
"IAF to change FBW, Engines, Radar, MC, and Weapons on the Planned Su-30 upgrade program",https://idrw.org/iaf-to-change-fbw-engines-radar-mc-and-weapons-on-the-planned-su-30-upgrade-program/,"September 27, 2022"
"RTA-90-based Transporter won’t be good enough, Need a new MTA: Source",https://idrw.org/rta-90-based-transporter-wont-be-good-enough-need-a-new-mta-source/,"September 27, 2022"
A new line can manufacture LCA-Tejas for export Market: HAL,https://idrw.org/a-new-line-can-manufacture-lca-tejas-for-export-market-hal/,"September 27, 2022"
India might revive 90 kN thrust engine plans,https://idrw.org/india-might-revive-90-kn-thrust-engine-plans/,"September 26, 2022"
IAF to issue RFP for MRFA,https://idrw.org/iaf-to-issue-rfp-for-mrfa/,"September 26, 2022"
The private sector developed small jet engines to power a wide variety of Indian platforms,https://idrw.org/the-private-sector-developed-small-jet-engines-to-power-a-wide-variety-of-indian-platforms/,"September 26, 2022"
Tejas MkII will breach 75% Indigenous content,https://idrw.org/tejas-mkii-will-breach-75-indigenous-content/,"September 25, 2022"
Indigenous Titan Autonomous Combat Vehicle with ATGM?,https://idrw.org/indigenous-titan-autonomous-combat-vehicle-with-atgm/,"September 25, 2022"
Sneak Peak into HAL’s Coaxial rotor and tiltrotor Helicopters programs of the future,https://idrw.org/sneak-peak-into-hals-coaxial-rotor-and-tiltrotor-helicopters-programs-of-the-future/,"September 24, 2022"
"LCA-Tejas and FA-50 are offered to Egypt with ToT, Local Production, and Re-export clearance",https://idrw.org/lca-tejas-and-fa-50-are-offered-to-egypt-with-tot-local-production-and-re-export-clearance/,"September 24, 2022"
Tejas Mk1A will require deep modification to replace IFR Probe,https://idrw.org/tejas-mk1a-will-require-deep-modification-to-replace-ifr-probe/,"September 24, 2022"
"Only LCA-Tejas, F-16, and JF-17 are considered: Argentina",https://idrw.org/only-lca-tejas-f-16-and-jf-17-are-considered-argentina/,"September 23, 2022"
HAL highlights upcoming weapons package for the Tejas Mk1A fighter jets,https://idrw.org/hal-highlights-the-upcoming-weapons-package-for-the-tejas-mk1a-fighter-jets/,"September 23, 2022"
"B-21: Why US administration is keen to export it to Australia, Japan, and India",https://idrw.org/b-21-why-us-administration-is-keen-to-export-it-to-australia-japan-and-india/,"September 23, 2022"
India’s Military Drone Arsenal: A Primer,https://idrw.org/indias-military-drone-arsenal-a-primer%ef%bf%bc/,"September 23, 2022"
2045: Su-30MKI likely to be replaced by Heavy 6th Gen fighter,https://idrw.org/2045-su-30mki-likely-to-be-replaced-by-heavy-6th-gen-fighter/,"September 22, 2022"
Argentina throws a bouncer that could impact LCA-Tejas and JF-17 bid,https://idrw.org/argentina-throws-a-bouncer-that-could-impact-lca-tejas-and-jf-17-bid/,"September 22, 2022"
ISRO to work on Heavy Reusable Launch Vehicle Development,https://idrw.org/isro-to-work-on-heavy-reusable-launch-vehicle-development/,"September 22, 2022"
L&T to showcase 8×8 Wheeled armored fighting vehicles at Defexpo 2022,https://idrw.org/lt-to-showcase-8x8-wheeled-armored-fighting-vehicles-at-defexpo-2022/,"September 21, 2022"
L&T to showcase VTOL UAV and Fixed wing Tactical UAV at Defexpo 2022,https://idrw.org/lt-to-showcase-vtol-uav-and-fixed-wing-tactical-uav-at-defexpo-2022/,"September 21, 2022"
IAF seeks to procure One FRA for 3 years,https://idrw.org/iaf-seeks-to-procure-one-fra-for-3-years/,"September 21, 2022"
India’s First Combat-Ready UAV tested with an Assault rifle,https://idrw.org/indias-first-combat-ready-uav-tested-with-an-assault-rifle/,"September 20, 2022"
India’s Zorawar Light Tank rollout is planned by end of 2023,https://idrw.org/indias-zorawar-light-tank-rollout-is-planned-by-end-of-2023/,"September 20, 2022"
"US jilts Pakistan F-16 fleet, Will discontinue legacy AMRAAMs",https://idrw.org/us-jilts-pakistan-f-16-fleet-will-discontinue-legacy-amraams/,"September 20, 2022"
HAL plans to windup Tejas MkII production by 2032,https://idrw.org/hal-plans-to-windup-tejas-mkii-production-by-2032/,"September 19, 2022"
India is likely to rollout Loyal wingman aircraft by next year,https://idrw.org/india-is-likely-to-rollout-loyal-wingman-aircraft-by-next-year/,"September 19, 2022"
India needs to make HLFT-42 a reality faster to stay in the LIFT Market,https://idrw.org/india-needs-to-make-hlft-42-a-reality-faster-to-stay-in-the-lift-market/,"September 19, 2022"
Received submarine offer from India: Philippines,https://idrw.org/received-submarine-offer-from-india-philippines/,"September 18, 2022"
France keen on G2G deal on Rafale with India,https://idrw.org/france-keen-on-g2g-deal-on-rafale-with-india/,"September 18, 2022"
IAF Su-30s to get X-GUARD fiber optic towed decoy system,https://idrw.org/iaf-su-30s-to-get-x-guard-fiber-optic-towed-decoy-system/,"September 18, 2022"
"8 crores per Ticket, ISRO working on new Rocket for Space Tourism",https://idrw.org/8-crores-per-ticket-isro-working-on-new-rocket-for-space-tourism/,"September 17, 2022"
IAF planning to lease AWACS,https://idrw.org/iaf-planning-to-lease-awacs/,"September 17, 2022"
The United States has agreed to transfer key technology to India: Rajnath Singh,https://idrw.org/the-united-states-has-agreed-to-transfer-key-technology-to-india-rajnath-singh/,"September 17, 2022"
India to up its Cruise missile capabilities by roping in the Private sector,https://idrw.org/india-to-up-its-cruise-missile-capabilities-by-roping-in-the-private-sector/,"September 16, 2022"
Argentina confirms receiving LCA-Tejas and 3 other bids,https://idrw.org/argentina-confirms-receiving-lca-tejas-and-3-other-bids/,"September 16, 2022"
Heron MkII: Indian Army inducts the latest UAV in LAC,https://idrw.org/heron-mkii-indian-army-inducts-the-latest-uav-in-lac/,"September 16, 2022"
India’s HALE UAV Program enters the second Phase,https://idrw.org/indias-hale-uav-program-enters-the-second-phase/,"September 15, 2022"
HAL needs to up its PR Game to win orders for LCA-Tejas,https://idrw.org/hal-needs-to-up-its-pr-game-to-win-orders-for-lca-tejas/,"September 15, 2022"
A deep dive into SLBM’s in Submarine Operations,https://idrw.org/a-deep-dive-into-slbms-in-submarine-operations/,"September 15, 2022"
"LCA-Tejas out, Korean Media confirms FA-50 winning Malaysian tender",https://idrw.org/lca-tejas-out-korean-media-confirms-fa-50-winning-malaysian-tender/,"September 14, 2022"
Economic Explosives Ltd offers to develop a 250km Tactical ballistic missile,https://idrw.org/economic-explosives-ltd-offers-to-develop-a-250km-tactical-ballistic-missile/,"September 13, 2022"
Adani Defence offers to develop HALE-Class Armed UAV,https://idrw.org/adani-defence-offers-to-develop-hale-class-armed-uav/,"September 13, 2022"
"BotLab Dynamics working on a path-breaking 3,500 swarm drone system",https://idrw.org/botlab-dynamics-working-on-a-path-breaking-3500-swarm-drone-system/,"September 13, 2022"
Navy lists out 9 new Future Indigenous Naval programs,https://idrw.org/navy-lists-out-8-new-future-indigenous-naval-programs/,"September 12, 2022"
India to pump in $10 billion in the development of Indigenous fighter programs,https://idrw.org/india-to-pump-in-10-billion-in-the-development-of-indigenous-fighter-programs/,"September 12, 2022"
"Korea’s FA-50 wins Malaysian Tender but blows budget, it’s not all over for Tejas",https://idrw.org/koreas-fa-50-wins-malaysian-tender-but-blows-budget-its-not-all-over-for-tejas/,"September 11, 2022"
